Date,Open,High,Low,Close,Volume
2023-09-25,20516.5,20630.27,20260.63,20498.56,7334753
2023-09-26,20643.25,20801.49,20434.89,20626.3,2065756
2023-09-27,20232.05,20481.53,20009.69,20251.41,3367064
2023-09-28,20397.24,20503.78,20404.47,20449.79,5546293
2023-09-29,20467.63,20688.59,20430.76,20478.73,6003314
2023-10-02,20302.94,20426.04,20162.37,20325.96,7364777
2023-10-03,20456.9,20566.77,20338.8,20435.18,6714386
2023-10-04,20275.47,20307.58,20089.53,20262.61,4396640
2023-10-05,20463.61,20582.86,20371.93,20480.25,7237665
2023-10-06,20318.48,20495.94,20272.62,20352.93,7922539
2023-10-09,21105.78,21098.06,20990.86,21044.15,5278262
2023-10-10,20616.07,20764.28,20456.84,20621.77,3925464
2023-10-11,20549.33,20757.49,20440.61,20526.14,3916796
2023-10-12,20584.59,20692.08,20436.39,20629.08,3286188
2023-10-13,20775.76,20977.94,20733.99,20777.55,2433797
2023-10-16,20563.03,20747.21,20379.34,20621.48,5085945
2023-10-17,20816.23,20993.55,20691.39,20815.55,6168773
2023-10-18,20957.63,20995.63,20786.48,20899.44,2800607
2023-10-19,20676.49,20765.25,20584.94,20690.87,3784094
2023-10-20,20597.7,20729.28,20431.84,20654.83,7096457
2023-10-23,20644.58,20758.84,20648.71,20702.84,4144797
2023-10-24,20340.77,20432.94,20147.07,20354.45,2239608
2023-10-25,20455.15,20674.1,20378.64,20496.96,6741875
2023-10-26,21051.14,21339.88,20905.19,21111.52,5662097
2023-10-27,21358.0,21541.48,21134.83,21325.22,2349115
2023-10-30,20862.35,21052.25,20731.16,20867.54,6024919
2023-10-31,20861.26,20952.52,20724.17,20887.68,6297084
2023-11-01,20922.09,20974.09,20654.97,20871.99,7666120
2023-11-02,21559.76,21719.69,21387.15,21609.53,7685726
2023-11-03,21194.36,21231.65,20971.29,21136.54,2817166
2023-11-06,21018.55,21192.48,20948.88,21042.03,5146243
2023-11-07,21029.92,21135.35,20917.65,20981.02,6042942
2023-11-08,20757.85,20860.56,20513.55,20745.03,2853159
2023-11-09,21137.63,21213.11,20926.05,21096.28,5898888
2023-11-10,21091.62,21246.85,20799.26,21030.54,2895596
2023-11-13,20794.9,21027.32,20574.93,20821.34,4431129
2023-11-14,20986.39,21034.75,20815.83,20928.48,6777347
2023-11-15,20793.78,21039.33,20683.24,20807.57,3600720
2023-11-16,21238.29,21497.89,21032.5,21252.89,4605327
2023-11-17,21092.28,21223.71,20908.51,21112.5,5219598
2023-11-20,20921.59,21032.36,20670.35,20916.39,5282808
2023-11-21,21226.39,21420.62,21192.88,21270.53,3969412
2023-11-22,21019.59,21252.6,20965.47,21012.82,2590611
2023-11-23,20933.56,21153.58,20705.53,20928.32,6626510
2023-11-24,21305.79,21336.72,21066.33,21272.36,5942033
2023-11-27,21244.85,21328.08,21132.1,21202.41,6932206
2023-11-28,21023.1,21189.05,20973.09,21030.61,7721857
2023-11-29,21006.47,21179.29,20867.29,21031.41,2428556
2023-11-30,20983.57,21096.68,20772.38,21013.91,7872387
2023-12-01,21023.24,21284.84,20817.39,21061.83,5675049
2023-12-04,21316.69,21560.85,21239.61,21373.42,7876924
2023-12-05,21705.45,21951.49,21550.64,21725.99,2480350
2023-12-06,21113.92,21366.92,20895.4,21143.06,2496232
2023-12-07,21481.1,21624.31,21289.04,21421.16,5634183
2023-12-08,21224.44,21352.72,20964.89,21217.09,3687023
2023-12-11,21292.19,21484.46,21223.78,21311.72,7943486
2023-12-12,21311.01,21377.49,21110.39,21300.73,4628973
2023-12-13,21254.94,21487.15,21054.02,21301.05,4046719
2023-12-14,21378.3,21466.59,21254.68,21385.48,5871240
2023-12-15,21290.0,21464.06,21103.2,21273.88,5912669
2023-12-18,21379.46,21472.74,21332.52,21380.89,3426548
2023-12-19,21367.37,21447.86,21239.76,21379.97,5991818
2023-12-20,21387.2,21401.91,21126.82,21324.01,5779044
2023-12-21,21259.65,21254.1,21107.2,21211.25,7070121
2023-12-22,21456.24,21637.35,21241.29,21440.37,4024611
2023-12-25,21786.64,21980.63,21713.17,21777.58,2250231
2023-12-26,21774.63,21914.44,21579.31,21758.88,3061516
2023-12-27,21341.78,21457.36,21241.1,21380.1,6574475
2023-12-28,21562.01,21636.76,21327.59,21575.58,6735524
2023-12-29,21763.12,21871.24,21654.53,21823.42,5372105
2024-01-01,21384.19,21465.56,21308.71,21387.33,2978935
2024-01-02,21972.35,22206.3,21880.05,21966.67,7267528
2024-01-03,21675.68,21807.0,21499.31,21711.14,3030451
2024-01-04,21961.87,22022.29,21687.6,21900.9,4130118
2024-01-05,21661.36,21674.26,21525.58,21608.28,2420993
2024-01-08,21460.1,21522.05,21373.75,21431.53,5401461
2024-01-09,21458.12,21608.12,21216.84,21453.82,4260791
2024-01-10,21873.69,22001.54,21661.57,21825.25,2246331
2024-01-11,21883.2,22029.48,21742.63,21931.8,5031830
2024-01-12,21668.27,21686.31,21559.33,21630.56,7285478
2024-01-15,21767.1,21945.15,21572.63,21816.21,6384575
2024-01-16,21350.67,21405.59,21102.28,21313.04,6601318
2024-01-17,21711.46,21831.93,21643.41,21740.71,6080790
2024-01-18,21545.02,21745.71,21249.45,21496.38,7041820
2024-01-19,21553.7,21671.9,21344.35,21496.43,4796749
2024-01-22,21725.6,21936.26,21606.47,21771.47,5866585
2024-01-23,21867.2,22006.78,21682.77,21872.09,4752690
2024-01-24,21985.59,22060.2,21745.76,21922.33,3003510
2024-01-25,22222.79,22389.67,22076.08,22225.0,6211422
2024-01-26,21964.63,22113.29,21689.19,21916.82,3071192
2024-01-29,22160.35,22348.37,22009.47,22148.56,5415473
2024-01-30,21852.13,21949.77,21782.2,21868.49,3860371
2024-01-31,22091.93,22275.23,22023.07,22120.36,6197099
2024-02-01,22266.88,22443.11,22073.25,22306.6,5510764
2024-02-02,21659.34,21856.87,21398.14,21625.37,3571480
2024-02-05,21852.08,22048.77,21663.2,21866.97,5410956
2024-02-06,22218.03,22379.27,22030.15,22216.53,3930873
2024-02-07,22048.35,22118.91,21874.84,22049.37,5615590
2024-02-08,22105.63,22273.4,21980.43,22095.39,6981467
2024-02-09,22042.18,22063.7,21742.47,21993.93,4360901
2024-02-12,22116.48,22171.34,21795.89,22052.87,5189858
2024-02-13,22036.86,22124.68,21870.91,22049.08,4952053
2024-02-14,22356.87,22512.07,22200.82,22313.02,5291987
2024-02-15,22291.69,22346.78,22032.34,22256.36,6613311
2024-02-16,22301.54,22423.65,22167.21,22291.71,7595460
2024-02-19,22194.14,22376.09,21925.48,22133.58,6417338
2024-02-20,22138.0,22267.53,22108.24,22177.86,6103099
2024-02-21,22220.43,22430.29,22204.87,22272.65,7866862
2024-02-22,22457.67,22548.86,22207.78,22410.08,2790671
2024-02-23,22208.67,22265.24,22001.28,22216.78,6507863
2024-02-26,22261.32,22435.61,22039.86,22215.07,6263272
2024-02-27,22535.4,22542.86,22266.66,22482.38,6688195
2024-02-28,22239.24,22448.12,22180.13,22297.77,2584718
2024-02-29,22131.79,22248.95,21998.42,22080.99,7492952
2024-03-01,22385.61,22578.06,22274.57,22392.55,4194358
2024-03-04,22149.3,22344.73,22064.72,22147.91,3808566
2024-03-05,21939.46,22022.18,21746.77,21922.81,4504973
2024-03-06,22161.08,22150.95,21873.83,22104.53,7036976
2024-03-07,21931.38,22197.95,21893.21,21994.84,7213029
2024-03-08,22261.95,22428.84,22078.13,22265.05,6052579
2024-03-11,22194.5,22399.23,22052.31,22169.53,2769565
2024-03-12,22486.55,22685.92,22247.85,22456.55,7798354
2024-03-13,22298.98,22505.63,22024.06,22273.25,5696944
2024-03-14,22079.7,22279.83,22082.33,22128.23,5884175
2024-03-15,22409.34,22556.07,22202.16,22436.35,4117191
2024-03-18,22019.02,22256.22,21991.07,22037.7,3609425
2024-03-19,22585.99,22691.64,22494.59,22544.81,4303707
2024-03-20,22538.99,22655.49,22477.28,22568.95,3539663
2024-03-21,22220.69,22494.16,22139.0,22259.33,2998899
2024-03-22,22745.59,22928.89,22542.19,22683.33,7462610
2024-03-25,22406.56,22622.52,22397.75,22472.78,4098729
2024-03-26,22344.16,22339.04,22074.77,22277.62,6302096
2024-03-27,22481.18,22589.37,22292.9,22457.36,3820844
2024-03-28,22786.59,22969.99,22609.73,22741.77,7481420
2024-03-29,22378.33,22652.8,22229.2,22405.94,2951302
2024-04-01,22377.41,22533.36,22269.43,22442.81,6205089
2024-04-02,22351.18,22378.92,22125.22,22319.33,3120803
2024-04-03,22332.22,22527.65,22145.84,22287.53,2905112
2024-04-04,22707.44,22808.36,22595.49,22674.72,5735447
2024-04-05,22356.0,22570.19,22180.31,22404.0,5864860
2024-04-08,22431.18,22658.74,22337.64,22397.12,2150653
2024-04-09,22145.21,22168.48,21996.58,22109.54,6457910
2024-04-10,22469.95,22639.03,22364.02,22448.59,4488144
2024-04-11,22375.08,22400.64,22195.58,22339.41,7962413
2024-04-12,22555.25,22638.06,22413.89,22508.53,7127319
2024-04-15,22195.72,22403.26,21918.03,22180.6,5483978
2024-04-16,22089.73,22284.66,22059.88,22144.39,5456537
2024-04-17,22155.61,22422.51,21900.26,22157.25,7942654
2024-04-18,22299.08,22525.43,22286.41,22355.73,5488882
2024-04-19,22446.19,22575.7,22411.93,22458.65,7839741
2024-04-22,22326.85,22433.15,22136.92,22339.3,7088539
2024-04-23,22030.89,22210.0,21869.8,22088.4,7780554
2024-04-24,22496.67,22646.02,22419.23,22517.1,2386213
2024-04-25,22466.33,22579.4,22305.64,22518.89,7297340
2024-04-26,22472.55,22558.82,22356.05,22431.06,4496589
2024-04-29,22788.83,22878.75,22478.42,22727.78,2416690
2024-04-30,22261.05,22524.26,22078.61,22318.32,7217881
2024-05-01,22298.13,22427.92,22188.3,22237.41,3163951
2024-05-02,22059.14,22256.59,21940.1,22056.15,4996244
2024-05-03,22740.67,22815.49,22687.65,22768.05,6346421
2024-05-06,22524.16,22675.8,22383.75,22581.49,2877751
2024-05-07,22443.09,22636.39,22325.51,22443.01,7359462
2024-05-08,22463.94,22577.7,22288.48,22424.32,2922426
2024-05-09,22190.38,22208.35,22030.57,22162.85,2678066
2024-05-10,22703.54,22993.65,22647.18,22764.98,3877779
2024-05-13,22322.88,22597.95,22240.43,22380.23,3625199
2024-05-14,22533.29,22715.17,22372.61,22546.43,3801951
2024-05-15,22484.52,22572.16,22304.14,22512.17,2052949
2024-05-16,22325.35,22577.38,22264.79,22361.26,6658234
2024-05-17,22467.65,22673.53,22278.15,22497.22,4192710
2024-05-20,22329.67,22507.95,22175.93,22289.08,5554184
2024-05-21,22521.51,22677.45,22246.51,22463.66,3009260
2024-05-22,22809.24,23051.14,22691.08,22822.24,2789148
2024-05-23,22711.52,22818.98,22553.69,22656.31,3515509
2024-05-24,22828.84,22931.09,22629.06,22853.32,3553091
2024-05-27,22470.41,22669.37,22217.38,22473.59,5821301
2024-05-28,22256.47,22476.03,22054.8,22293.12,4169068
2024-05-29,22622.11,22816.03,22468.79,22603.06,5867239
2024-05-30,22571.49,22590.06,22427.91,22506.81,3308166
2024-05-31,22737.77,22813.41,22461.2,22723.66,4869530
2024-06-03,22185.1,22446.16,22100.6,22204.04,4095104
2024-06-04,22873.11,23069.94,22656.61,22852.84,5720922
2024-06-05,22559.47,22861.21,22447.5,22610.63,5932623
2024-06-06,22528.68,22691.75,22415.33,22476.27,3123270
2024-06-07,22256.41,22433.41,22062.81,22256.0,4511019
2024-06-10,22161.17,22357.25,22005.05,22167.91,7049430
2024-06-11,22550.62,22784.49,22271.63,22539.01,3330728
2024-06-12,22590.79,22749.7,22321.43,22573.89,3029242
2024-06-13,22222.57,22465.27,22070.07,22279.82,4167626
2024-06-14,22233.44,22288.28,21948.78,22209.11,5708201
2024-06-17,22348.85,22534.35,22256.23,22383.51,2350068
2024-06-18,22651.53,22829.8,22447.48,22622.49,7504928
2024-06-19,22274.93,22336.61,22086.99,22231.91,7789672
2024-06-20,22195.87,22244.59,21928.29,22155.47,7297850
2024-06-21,22328.41,22436.07,22119.58,22321.38,5424638
2024-06-24,22251.52,22347.06,22129.54,22248.83,4738384
2024-06-25,21851.43,21989.21,21846.96,21898.35,2404911
2024-06-26,22514.45,22617.76,22218.92,22477.31,4508164
2024-06-27,22439.23,22718.98,22400.47,22470.04,5319343
2024-06-28,22673.3,22834.07,22532.46,22673.75,5643394
2024-07-01,22733.63,22851.4,22618.3,22763.09,3737075
2024-07-02,22459.55,22571.35,22351.51,22509.01,3169070
2024-07-03,22434.76,22618.23,22163.88,22417.33,6137075
2024-07-04,22157.08,22345.96,21969.85,22216.48,2171277
2024-07-05,22888.86,23088.3,22717.85,22854.77,6686270
2024-07-08,22489.7,22707.86,22320.94,22514.35,4393455
2024-07-09,22444.51,22736.31,22448.38,22512.03,3361212
2024-07-10,22502.55,22607.24,22322.52,22501.04,7880926
2024-07-11,22614.08,22878.08,22436.12,22675.74,3603344
2024-07-12,22440.57,22575.02,22361.7,22470.75,5273751
2024-07-15,22461.61,22689.29,22230.36,22433.76,4469491
2024-07-16,22334.98,22581.03,22242.69,22393.74,7421718
2024-07-17,22522.79,22594.92,22364.15,22477.03,4922321
2024-07-18,22414.22,22586.7,22413.76,22481.15,3381710
2024-07-19,22393.43,22515.18,22336.04,22427.5,4591822
2024-07-22,22597.09,22766.34,22446.31,22564.47,4057797
2024-07-23,22512.04,22631.25,22419.61,22536.89,2801818
2024-07-24,22707.73,22943.13,22704.26,22762.1,7018161
2024-07-25,21904.23,22024.48,21724.4,21922.62,4218787
2024-07-26,22495.1,22720.3,22256.07,22526.14,4795766
2024-07-29,22485.67,22667.27,22231.27,22439.52,6415239
2024-07-30,22071.86,22312.72,21879.59,22096.61,5199362
2024-07-31,22348.34,22524.03,22189.6,22309.67,5101373
2024-08-01,22370.06,22404.12,22191.21,22317.59,4800174
2024-08-02,22127.43,22200.06,22001.96,22136.22,2873420
2024-08-05,22356.03,22501.66,22037.19,22301.18,2492503
2024-08-06,22298.38,22441.64,22209.66,22314.81,6412903
2024-08-07,22943.51,23024.48,22679.27,22879.8,4335071
2024-08-08,22593.4,22701.57,22528.06,22649.22,4565820
2024-08-09,22720.43,22799.26,22548.94,22694.96,4500511
2024-08-12,22624.56,22678.27,22431.44,22625.4,7727487
2024-08-13,22254.77,22510.11,22032.51,22269.78,6078813
2024-08-14,22533.97,22615.88,22267.11,22516.04,7834611
2024-08-15,22722.01,22866.13,22610.63,22694.26,7534448
2024-08-16,22339.15,22459.32,22342.68,22405.78,5496716
2024-08-19,22717.36,22960.17,22637.6,22762.85,7022720
2024-08-20,22669.13,22758.61,22391.93,22640.19,2944461
2024-08-21,22591.43,22816.69,22388.81,22568.9,3467256
2024-08-22,22684.16,22867.05,22514.35,22620.91,6349025
2024-08-23,22661.15,22744.56,22530.64,22625.71,7204469
2024-08-26,22492.28,22678.58,22188.95,22431.61,6330972
2024-08-27,22716.51,22960.33,22416.68,22688.94,2278518
2024-08-28,22341.41,22597.88,22259.38,22368.51,5411647
2024-08-29,22725.44,23017.39,22587.25,22779.37,4705421
2024-08-30,22783.25,22846.91,22529.73,22744.79,3364359
2024-09-02,22610.31,22766.23,22322.6,22590.77,3162586
2024-09-03,22763.7,22886.58,22675.0,22825.58,7798273
2024-09-04,22482.04,22567.29,22422.44,22500.93,6717776
2024-09-05,23124.13,23337.4,23005.03,23060.93,2406884
2024-09-06,22803.7,22923.73,22659.01,22803.64,6453325
2024-09-09,22517.27,22739.95,22371.93,22526.36,2147032
2024-09-10,22879.04,23115.22,22629.7,22884.85,5288157
2024-09-11,22549.79,22828.25,22442.16,22589.25,6652124
2024-09-12,22533.95,22821.8,22366.79,22551.72,7083475
2024-09-13,22516.27,22633.36,22400.28,22533.87,3362516
2024-09-16,22806.8,22923.19,22682.7,22868.23,4375100
2024-09-17,22449.64,22550.65,22198.55,22413.66,7227541
2024-09-18,22965.6,23052.96,22723.21,22977.11,3718562
2024-09-19,22293.46,22299.94,22053.51,22250.45,4256356
2024-09-20,22983.83,23064.15,22682.55,22935.61,3329785
2024-09-23,22730.62,22993.97,22537.01,22769.97,6299376
2024-09-24,22888.98,23042.6,22818.76,22867.39,4761642
2024-09-25,22777.95,22898.56,22609.53,22781.74,6283664
2024-09-26,22878.95,23021.9,22674.37,22826.88,5383737
2024-09-27,22771.25,22908.7,22735.7,22810.15,6901366
2024-09-30,23143.09,23167.99,23071.17,23118.43,2692353
2024-10-01,22878.1,23083.8,22722.19,22863.32,6881539
2024-10-02,22839.32,23055.77,22778.79,22867.4,6964948
2024-10-03,22741.51,23010.52,22592.22,22791.2,4758566
2024-10-04,22818.9,22852.63,22594.28,22798.15,4328033
2024-10-07,22988.39,23193.6,22772.5,22955.52,3155933
2024-10-08,22566.88,22777.01,22472.7,22591.87,3490309
2024-10-09,22725.9,22879.51,22588.59,22706.17,6401744
2024-10-10,22999.31,23203.56,22810.17,23013.79,5305107
2024-10-11,22941.06,23155.64,22667.33,22911.76,7441039
2024-10-14,22906.23,23128.22,22817.39,22947.64,2194152
2024-10-15,23016.51,23142.08,22716.67,22962.75,3928356
2024-10-16,23154.12,23459.73,23039.6,23183.69,6797927
2024-10-17,22939.21,23177.06,22841.13,22957.42,2812744
2024-10-18,22870.33,23078.42,22816.61,22931.13,5119812
2024-10-21,23125.75,23390.12,23076.28,23179.78,5212713
2024-10-22,22833.25,22965.6,22756.38,22831.07,5800760
2024-10-23,22945.62,23076.21,22816.81,22977.66,2975112
2024-10-24,22606.98,22741.35,22455.59,22561.57,6677482
2024-10-25,23193.83,23523.99,23126.45,23261.56,6033123
2024-10-28,23131.35,23409.52,22913.57,23148.14,7414229
2024-10-29,23334.22,23483.59,23082.74,23357.02,2555839
2024-10-30,23326.31,23564.01,23179.62,23393.78,2614101
2024-10-31,23474.22,23624.09,23349.15,23527.25,2449813
2024-11-01,23519.92,23813.47,23394.95,23532.12,5846300
2024-11-04,23134.7,23408.95,23054.71,23135.69,7252517
2024-11-05,23305.48,23516.96,23084.8,23318.87,3878266
2024-11-06,23429.34,23660.27,23173.3,23424.99,7147501
2024-11-07,23541.06,23742.93,23471.98,23527.63,7121632
2024-11-08,23510.82,23767.19,23322.67,23580.16,7896721
2024-11-11,23351.92,23416.13,23188.43,23356.96,2551238
2024-11-12,23487.69,23575.91,23278.63,23422.55,6611008
2024-11-13,23182.41,23382.54,23027.09,23179.76,7895038
2024-11-14,23259.05,23438.19,22975.48,23234.3,5643488
2024-11-15,23076.33,23234.82,22838.36,23102.41,4081280
2024-11-18,23219.04,23445.59,22927.21,23180.93,2000215
2024-11-19,23236.09,23283.32,23055.57,23198.1,6562051
2024-11-20,23353.44,23514.0,23197.36,23350.46,4895107
2024-11-21,23772.38,23915.86,23475.63,23704.68,7049425
2024-11-22,23403.35,23666.48,23324.17,23456.04,5169562
2024-11-25,23896.35,24169.19,23874.76,23965.81,3017375
